,Author Name,Review Date,Reviewer Ratings,Likes,Review Body,Developer Reply
1370,黃俊明,2019年4月30日,1,0, 正準備吃雞的時候就斷線 ！！！ 這樣玩怎麼吃雞會不會太爛了,"HotCool Game2019年4月30日親愛的玩家，您好。

很抱歉讓您遇到這樣的狀況！ 為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI）
- 後台並無運行其他應用程式 
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至WIFI 或更穩定的網路環境，以確認問題是否已解決。 

若您有任何問題，歡迎隨時透過遊戲設定內的客服或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。   """
1371,空星,2019年4月30日,2,0, 為啥不能自由切換第一第三人稱呢,"HotCool Game2019年5月1日親愛的玩家您好，

感謝您寶貴的意見，我們已經記錄您的評論內容，並會努力提供一個更好的遊戲環境。

若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
1372,初白,2019年5月4日,1,0, 我都刪了那麼多程式，還不給下載，有沒有搞錯啊,"HotCool Game2019年5月4日親愛的玩家， 您好！
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1373,ZzEnjoy z,2019年5月8日,1,0, 沒有臺灣國旗，就別想脫離一星的命運,
1374,安靜耕地,2019年5月7日,5,0, 台灣不備承認是一個國家，沒必要加入台灣國旗。,
1375,張宸睿,2019年5月14日,3,0, 連不上伺服器，帳號名英式紅茶去冰微,"HotCool Game2019年5月13日親愛的特種兵，您好！

《絕地求生M》 目前對於設備的最低要求如下：

Android:
 -作業系統: Android 5.1.1 或以上.
 -RAM:至少 2GB.

iOS:
 -作業系統: iOS 9.1.1 或以上.
 -RAM:至少 1GB.

若您的設備已達以上要求但問題仍發生，還請您確認以下幾點：
- 您的畫面設定已設為 【低】和【流暢】
- 充足的內存空間（至少4GB）
- 後台並無運行其他應用程式
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 

若您有其他任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
1376,ruku E,2019年5月13日,4,0, 希望能在第三人稱視角切換成第一人稱視角,
1377,奕昕吳,2019年5月16日,1,0, 請出中華民國國旗，我們不是Chinese Taipei !,
1378,pou iert Fu,2019年5月22日,1,0, 有時候跑地圖，當掉是三小，跟本沒反應,"HotCool Game2019年5月23日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1379,楊邦廷,2019年6月1日,1,0, 爛遊戲，為什麼我隨便就被封號了，而且為何沒有台灣國旗。,
1380,M,2019年6月2日,1,0, 下載後等一場等真久..然後又很LAG.馬上刪除,
1381,毛達業,2019年4月18日,1,4, 國際版的角色無法再台版程式登入，明明都同伺服器。。。。差評,"HotCool Game2019年4月26日親愛的玩家， 您好！
很抱歉，由於國際版與台灣版的帳號是不相通的，故無法使用同一個帳號進行登入。
如造成任何不便，還請多多包涵，並感謝您的諒解。
若您有任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1382,建輝劉,2019年4月18日,1,1, 都登不進去怎麼玩,"HotCool Game2019年4月26日親愛的玩家， 您好！
很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1383,蔡汪哥,2019年4月22日,1,0, 幹你娘，一直斷線是三小 操機掰，一直連不上線 甚至玩到一半斷線，然後登不進去，幹,"HotCool Game2019年4月22日親愛的玩家，您好！
很抱歉讓您遇到這樣的狀況！

為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限 
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。

同時這裡也建議您切換 3G/4G 至WIFI 或更穩定的網路環境，以確認問題是否已解決。感謝您對《絕地求生M》的支持！若您有任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
1384,李白呆呆,2019年4月20日,3,2, 到底什麼時候可以出SM-G532G的型號啊！,"HotCool Game2019年4月26日親愛的玩家，您好！

目前 《絕地求生M》 於 Android 上的最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

很抱歉，若您的設備未達以上要求或不相容，可能導致您無法順利進入遊戲，請您諒解！
關於設備不相容的問題，我們將會繼續努力支援更多遊戲設備，感謝您的諒解。
 
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務"
1385,Korosu,2019年4月20日,5,1, 台版和國際版的帳號同步什麼時候弄好，留言的各位，你們一直酸這遊戲幹嘛，明明就是因為（某某國家），所以才沒有台灣國旗，還有手機會卡是你手機爛，不要在那邊嫌遊戲爛，不是沒有繁體中文，是你不會調，沒去設定看就在那邊講，台灣竟然有你們這種人，難怪台灣會變成現在這樣,
1386,許仁輔,2019年4月19日,1,3, 沒國旗 1心刷起來,
1387,Jackkio Gaming,2019年4月20日,5,0, 不錯，我之前玩的吃雞我都殺不到人，這個遊戲讓我殺了蠻多人的，不錯,
1388,威努力的小,2019年4月21日,1,1, 為什麼我下載後不能玩,"HotCool Game2019年4月21日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1389,賴秉來,2019年4月18日,1,0, 登都沒辦法登進去 一直卡在黑色，請改善,"HotCool Game2019年4月26日親愛的玩家， 您好！

感謝您聯繫《絕地求生M》！ 

我們對於您所遇到的登入問題感到十分抱歉，
為了進一步協助您，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，
提供更詳細的資訊和截圖，我們將竭誠為您服務。"
1390,弱智女權糞子玻璃臭鮑are無能的濫情肉畜,2019年4月21日,5,0, 有繁體中文跟梅花旗就好了 畢竟這個遊戲是有中資的。。。,
1391,膛割 Bore cut,2019年4月19日,2,0, 我原本的帳號登陸怎麼都沒東西了? 我5個月前的帳，現在登陸都沒東西，可以還我嗎?,"HotCool Game2019年4月26日親愛的玩家，您好!
感謝您聯繫《絕地求生M》！

很抱歉，由於國際版與台灣版的帳號是不相通的，故無法使用同一個帳號進行登入。
如造成任何不便，還請多多包涵，並感謝您的諒解。

若您有其他任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
1392,隱形,2019年4月19日,3,1, 那個啊就是台灣呢 這很重要的,
1393,許志豪,2019年4月18日,1,2, 全部簡字是怎樣,"HotCool Game2019年4月26日親愛的玩家， 您好！
感謝您寶貴的意見，我們很重視您的遊戲體驗。
為了解您本次評論的具體情形，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
1394,陳冠瑋,2019年5月29日,5,0, 永遠下載不了，也不知道是為什麼，下載到98%就無法下載，又重新了,"HotCool Game2019年4月21日親愛的玩家， 您好！
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1395,翁翊恩,2019年4月19日,5,0, 謝謝PUBG公司，以前都只能在GOOGLE找到,
1396,唐健哲,2019年4月18日,1,1, 所有東西都要儲值才能買,"HotCool Game2019年4月26日親愛的玩家，您好！
感謝您寶貴的意見，我們很重視您的遊戲體驗。
若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
1397,柏宇,2019年6月4日,1,0, 你們是怎樣，看不起【臺灣】是不是，為什麼沒有臺灣的國旗，馬上解除安裝不玩了！！！！！一點都不尊重。垃圾遊戲！！！,
1398,凱杰鄭,2019年4月24日,1,1, 沒有中華民國國旗我拒玩,
1399,篠優,2019年4月30日,3,1, 蘋果手機找不到 根本無法下載,"HotCool Game2019年5月1日親愛的玩家您好， 
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1400,Jasns kar98,2019年5月1日,3,0, 為什麼iPhone 下載登不進 刪掉又不見     （找不到）,"HotCool Game2019年5月1日親愛的玩家您好，

目前該版本尚未開放，再麻煩您持續關注我們的社交平台：

- Facebook：https://www.facebook.com/PUBGMOBILE.TW.OFFICIAL/ 

若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
1401,翁佩綺,2019年5月12日,5,0, 畫質雖然很好但是有時會卡卡的！,"HotCool Game2019年5月12日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1402,夢夢,2019年5月16日,3,0," 遊戲很好玩,不果有些地放會被卡住",
1403,偕冠博,2019年5月18日,1,1, 無法使用自己的圖片作為頭像,
1404,林霈姍,2019年4月18日,5,1, 我覺得不錯 但是很多bug 希望可以改進。,
1405,YenChung CHIU,2019年4月20日,5,0, 自動撿取真是個好功能 不過希望能有優先順位可以進行調整 不然每次近戰武器想拿非小刀的都會被覆蓋掉XDDDD  期待這個遊戲越來越好 優化也能持續進行 很有潛力的遊戲!!,
